"New_Month","Taxa","Period_3y","Density_Avg_3y","Old_Year","Old_Month","New_Year"
8,"Glyptocephalus.zachirus",1,0.00685364349589223,1997,5,1996
8,"Glyptocephalus.zachirus",1,0.00685364349589223,1997,5,1996
10,"Glyptocephalus.zachirus",1,0.000535074107763925,2000,7,1999
12,"Glyptocephalus.zachirus",1,0.000694339748567016,2000,9,1999
12,"Glyptocephalus.zachirus",1,0.000694339748567016,2000,9,1999
6,"Glyptocephalus.zachirus",2,0.0422538481247009,2001,3,2000
6,"Glyptocephalus.zachirus",2,0.0422538481247009,2002,3,2001
6,"Glyptocephalus.zachirus",2,0.0422538481247009,2003,3,2002
7,"Glyptocephalus.zachirus",2,0.0116170545052337,2002,4,2001
7,"Glyptocephalus.zachirus",2,0.0116170545052337,2002,4,2001
7,"Glyptocephalus.zachirus",2,0.0116170545052337,2002,4,2001
7,"Glyptocephalus.zachirus",2,0.0116170545052337,2002,4,2001
8,"Glyptocephalus.zachirus",2,0.0078012924732533,2001,5,2000
8,"Glyptocephalus.zachirus",2,0.0078012924732533,2002,5,2001
8,"Glyptocephalus.zachirus",2,0.0078012924732533,2002,5,2001
10,"Glyptocephalus.zachirus",2,0.00152753379668525,2002,7,2001
6,"Glyptocephalus.zachirus",3,0.0477106424504302,2004,3,2003
6,"Glyptocephalus.zachirus",3,0.0477106424504302,2004,3,2003
6,"Glyptocephalus.zachirus",3,0.0477106424504302,2004,3,2003
6,"Glyptocephalus.zachirus",3,0.0477106424504302,2005,3,2004
6,"Glyptocephalus.zachirus",3,0.0477106424504302,2005,3,2004
8,"Glyptocephalus.zachirus",3,0.00426442535529243,2005,5,2004
8,"Glyptocephalus.zachirus",3,0.00426442535529243,2006,5,2005
8,"Glyptocephalus.zachirus",3,0.00426442535529243,2006,5,2005
8,"Glyptocephalus.zachirus",3,0.00426442535529243,2006,5,2005
8,"Glyptocephalus.zachirus",3,0.00426442535529243,2006,5,2005
5,"Glyptocephalus.zachirus",4,0.0266098988823842,2009,2,2008
6,"Glyptocephalus.zachirus",4,0.0266223272429877,2007,3,2006
6,"Glyptocephalus.zachirus",4,0.0266223272429877,2007,3,2006
6,"Glyptocephalus.zachirus",4,0.0266223272429877,2007,3,2006
6,"Glyptocephalus.zachirus",4,0.0266223272429877,2008,3,2007
7,"Glyptocephalus.zachirus",4,0.0102679946606428,2007,4,2006
8,"Glyptocephalus.zachirus",4,0.0120139943822331,2007,5,2006
8,"Glyptocephalus.zachirus",4,0.0120139943822331,2007,5,2006
8,"Glyptocephalus.zachirus",4,0.0120139943822331,2007,5,2006
8,"Glyptocephalus.zachirus",4,0.0120139943822331,2008,5,2007
8,"Glyptocephalus.zachirus",4,0.0120139943822331,2008,5,2007
9,"Glyptocephalus.zachirus",4,0.0296340586353497,2008,6,2007
9,"Glyptocephalus.zachirus",4,0.0296340586353497,2009,6,2008
9,"Glyptocephalus.zachirus",4,0.0296340586353497,2009,6,2008
10,"Glyptocephalus.zachirus",4,0.0056807853117615,2008,7,2007
11,"Glyptocephalus.zachirus",4,0.00678677754445938,2008,8,2007
5,"Glyptocephalus.zachirus",5,0.0282202275684518,2010,2,2009
5,"Glyptocephalus.zachirus",5,0.0282202275684518,2010,2,2009
5,"Glyptocephalus.zachirus",5,0.0282202275684518,2010,2,2009
6,"Glyptocephalus.zachirus",5,0.0408116352021833,2010,3,2009
6,"Glyptocephalus.zachirus",5,0.0408116352021833,2010,3,2009
6,"Glyptocephalus.zachirus",5,0.0408116352021833,2010,3,2009
6,"Glyptocephalus.zachirus",5,0.0408116352021833,2010,3,2009
7,"Glyptocephalus.zachirus",5,0.0504516787894417,2010,4,2009
7,"Glyptocephalus.zachirus",5,0.0504516787894417,2010,4,2009
8,"Glyptocephalus.zachirus",5,0.0254831624589352,2011,5,2010
8,"Glyptocephalus.zachirus",5,0.0254831624589352,2012,5,2011
8,"Glyptocephalus.zachirus",5,0.0254831624589352,2012,5,2011
8,"Glyptocephalus.zachirus",5,0.0254831624589352,2012,5,2011
9,"Glyptocephalus.zachirus",5,0.0226045684149844,2010,6,2009
9,"Glyptocephalus.zachirus",5,0.0226045684149844,2010,6,2009
9,"Glyptocephalus.zachirus",5,0.0226045684149844,2010,6,2009
9,"Glyptocephalus.zachirus",5,0.0226045684149844,2012,6,2011
9,"Glyptocephalus.zachirus",5,0.0226045684149844,2012,6,2011
9,"Glyptocephalus.zachirus",5,0.0226045684149844,2012,6,2011
5,"Glyptocephalus.zachirus",6,0.0201483709464435,2013,2,2012
5,"Glyptocephalus.zachirus",6,0.0201483709464435,2014,2,2013
5,"Glyptocephalus.zachirus",6,0.0201483709464435,2015,2,2014
6,"Glyptocephalus.zachirus",6,0.027821719318976,2013,3,2012
6,"Glyptocephalus.zachirus",6,0.027821719318976,2013,3,2012
6,"Glyptocephalus.zachirus",6,0.027821719318976,2013,3,2012
6,"Glyptocephalus.zachirus",6,0.027821719318976,2013,3,2012
6,"Glyptocephalus.zachirus",6,0.027821719318976,2015,3,2014
6,"Glyptocephalus.zachirus",6,0.027821719318976,2015,3,2014
6,"Glyptocephalus.zachirus",6,0.027821719318976,2015,3,2014
6,"Glyptocephalus.zachirus",6,0.027821719318976,2015,3,2014
6,"Glyptocephalus.zachirus",6,0.027821719318976,2015,3,2014
6,"Glyptocephalus.zachirus",6,0.027821719318976,2015,3,2014
7,"Glyptocephalus.zachirus",6,0.0298928864652576,2013,4,2012
7,"Glyptocephalus.zachirus",6,0.0298928864652576,2014,4,2013
7,"Glyptocephalus.zachirus",6,0.0298928864652576,2014,4,2013
7,"Glyptocephalus.zachirus",6,0.0298928864652576,2014,4,2013
7,"Glyptocephalus.zachirus",6,0.0298928864652576,2014,4,2013
8,"Glyptocephalus.zachirus",6,0.0186497575531518,2014,5,2013
10,"Glyptocephalus.zachirus",6,0.0259067357512953,2014,7,2013
11,"Glyptocephalus.zachirus",6,0.0344827586206897,2015,8,2014
4,"Glyptocephalus.zachirus",7,0.0248015873015873,2017,1,2016
5,"Glyptocephalus.zachirus",7,0.0164250898728069,2016,2,2015
5,"Glyptocephalus.zachirus",7,0.0164250898728069,2016,2,2015
5,"Glyptocephalus.zachirus",7,0.0164250898728069,2016,2,2015
5,"Glyptocephalus.zachirus",7,0.0164250898728069,2018,2,2017
6,"Glyptocephalus.zachirus",7,0.0553008108007406,2017,3,2016
6,"Glyptocephalus.zachirus",7,0.0553008108007406,2017,3,2016
6,"Glyptocephalus.zachirus",7,0.0553008108007406,2017,3,2016
6,"Glyptocephalus.zachirus",7,0.0553008108007406,2018,3,2017
6,"Glyptocephalus.zachirus",7,0.0553008108007406,2018,3,2017
6,"Glyptocephalus.zachirus",7,0.0553008108007406,2018,3,2017
6,"Glyptocephalus.zachirus",7,0.0553008108007406,2018,3,2017
6,"Glyptocephalus.zachirus",7,0.0553008108007406,2018,3,2017
6,"Glyptocephalus.zachirus",7,0.0553008108007406,2018,3,2017
6,"Glyptocephalus.zachirus",7,0.0553008108007406,2018,3,2017
7,"Glyptocephalus.zachirus",7,0.0335709181149017,2017,4,2016
7,"Glyptocephalus.zachirus",7,0.0335709181149017,2017,4,2016
7,"Glyptocephalus.zachirus",7,0.0335709181149017,2018,4,2017
8,"Glyptocephalus.zachirus",7,0.0263292107509743,2016,5,2015
8,"Glyptocephalus.zachirus",7,0.0263292107509743,2017,5,2016
8,"Glyptocephalus.zachirus",7,0.0263292107509743,2017,5,2016
8,"Glyptocephalus.zachirus",7,0.0263292107509743,2018,5,2017
11,"Glyptocephalus.zachirus",7,0.0177547750630253,2016,8,2015
11,"Glyptocephalus.zachirus",7,0.0177547750630253,2017,8,2016
3,"Glyptocephalus.zachirus",8,0.0122054072395153,2019,12,2019
6,"Glyptocephalus.zachirus",8,0.0259790295770758,2019,3,2018
6,"Glyptocephalus.zachirus",8,0.0259790295770758,2019,3,2018
6,"Glyptocephalus.zachirus",8,0.0259790295770758,2019,3,2018
6,"Glyptocephalus.zachirus",8,0.0259790295770758,2019,3,2018
6,"Glyptocephalus.zachirus",8,0.0259790295770758,2019,3,2018
6,"Glyptocephalus.zachirus",8,0.0259790295770758,2020,3,2019
6,"Glyptocephalus.zachirus",8,0.0259790295770758,2020,3,2019
6,"Glyptocephalus.zachirus",8,0.0259790295770758,2021,3,2020
6,"Glyptocephalus.zachirus",8,0.0259790295770758,2021,3,2020
6,"Glyptocephalus.zachirus",8,0.0259790295770758,2021,3,2020
7,"Glyptocephalus.zachirus",8,0.0351508168156666,2020,4,2019
7,"Glyptocephalus.zachirus",8,0.0351508168156666,2020,4,2019
8,"Glyptocephalus.zachirus",8,0.00600706021801544,2021,5,2020
9,"Glyptocephalus.zachirus",8,0.0124624102550682,2020,6,2019
6,"Glyptocephalus.zachirus",9,0.057024717276102,2022,3,2021
6,"Glyptocephalus.zachirus",9,0.057024717276102,2022,3,2021
6,"Glyptocephalus.zachirus",9,0.057024717276102,2022,3,2021
6,"Glyptocephalus.zachirus",9,0.057024717276102,2023,3,2022
6,"Glyptocephalus.zachirus",9,0.057024717276102,2023,3,2022
6,"Glyptocephalus.zachirus",9,0.057024717276102,2023,3,2022
6,"Glyptocephalus.zachirus",9,0.057024717276102,2023,3,2022
7,"Glyptocephalus.zachirus",9,0.0478523033352895,2023,4,2022
7,"Glyptocephalus.zachirus",9,0.0478523033352895,2023,4,2022
7,"Glyptocephalus.zachirus",9,0.0478523033352895,2023,4,2022
8,"Glyptocephalus.zachirus",9,0.0137244958223163,2022,5,2021
8,"Glyptocephalus.zachirus",9,0.0137244958223163,2023,5,2022
6,"Hemilepidotus.hemilepidotus",1,0.00520969002344361,1996,12,1996
7,"Hemilepidotus.hemilepidotus",1,0.0047463097441739,1998,1,1997
11,"Hemilepidotus.hemilepidotus",1,0.00623908160718742,1997,5,1996
10,"Hemilepidotus.hemilepidotus",2,0.00227139983126744,2002,4,2001
6,"Hemilepidotus.hemilepidotus",3,0.0161812297734628,2004,12,2004
7,"Hemilepidotus.hemilepidotus",3,0.0173641257162702,2004,1,2003
7,"Hemilepidotus.hemilepidotus",4,0.0240209186473391,2009,1,2008
7,"Hemilepidotus.hemilepidotus",4,0.0240209186473391,2009,1,2008
9,"Hemilepidotus.hemilepidotus",4,0.038001140034201,2009,3,2008
7,"Hemilepidotus.hemilepidotus",5,0.0391590665600106,2011,1,2010
7,"Hemilepidotus.hemilepidotus",5,0.0391590665600106,2011,1,2010
8,"Hemilepidotus.hemilepidotus",5,0.0227665931007659,2010,2,2009
8,"Hemilepidotus.hemilepidotus",5,0.0227665931007659,2012,2,2011
7,"Hemilepidotus.hemilepidotus",6,0.0210610965127024,2014,1,2013
7,"Hemilepidotus.hemilepidotus",6,0.0210610965127024,2014,1,2013
7,"Hemilepidotus.hemilepidotus",6,0.0210610965127024,2015,1,2014
8,"Hemilepidotus.hemilepidotus",6,0.0232342007434944,2015,2,2014
7,"Hemilepidotus.hemilepidotus",7,0.0411692054343351,2017,1,2016
8,"Hemilepidotus.hemilepidotus",7,0.0243724104313917,2017,2,2016
7,"Hemilepidotus.hemilepidotus",8,0.034321151790593,2019,1,2018
7,"Hemilepidotus.hemilepidotus",8,0.034321151790593,2021,1,2020
8,"Hemilepidotus.hemilepidotus",8,0.0252256433800344,2020,2,2019
8,"Hemilepidotus.hemilepidotus",9,0.0343056238544017,2022,2,2021
8,"Hemilepidotus.hemilepidotus",9,0.0343056238544017,2022,2,2021
2,"Hemilepidotus.spinosus",1,0.0644584283780743,1999,2,1999
2,"Hemilepidotus.spinosus",1,0.0644584283780743,1999,2,1999
1,"Hemilepidotus.spinosus",2,0.00969274013763691,2002,1,2002
2,"Hemilepidotus.spinosus",2,0.0171378207943153,2000,2,2000
2,"Hemilepidotus.spinosus",2,0.0171378207943153,2000,2,2000
2,"Hemilepidotus.spinosus",2,0.0171378207943153,2000,2,2000
4,"Hemilepidotus.spinosus",2,0.000417312351531037,2002,4,2002
4,"Hemilepidotus.spinosus",2,0.000417312351531037,2002,4,2002
1,"Hemilepidotus.spinosus",3,0.0173641257162702,2004,1,2004
1,"Hemilepidotus.spinosus",4,0.012298610257041,2007,1,2007
2,"Hemilepidotus.spinosus",4,0.0432661204414739,2006,2,2006
2,"Hemilepidotus.spinosus",4,0.0432661204414739,2007,2,2007
2,"Hemilepidotus.spinosus",4,0.0432661204414739,2008,2,2008
1,"Hemilepidotus.spinosus",5,0.0300414534670063,2009,1,2009
1,"Hemilepidotus.spinosus",5,0.0300414534670063,2009,1,2009
1,"Hemilepidotus.spinosus",5,0.0300414534670063,2009,1,2009
1,"Hemilepidotus.spinosus",5,0.0300414534670063,2011,1,2011
2,"Hemilepidotus.spinosus",5,0.0234027615258601,2009,2,2009
1,"Hemilepidotus.spinosus",6,0.0156494522691706,2014,1,2014
2,"Hemilepidotus.spinosus",6,0.0176792811052289,2012,2,2012
2,"Hemilepidotus.spinosus",6,0.0176792811052289,2014,2,2014
2,"Hemilepidotus.spinosus",6,0.0176792811052289,2014,2,2014
1,"Hemilepidotus.spinosus",7,0.0672706637295382,2015,1,2015
1,"Hemilepidotus.spinosus",7,0.0672706637295382,2015,1,2015
1,"Hemilepidotus.spinosus",7,0.0672706637295382,2017,1,2017
2,"Hemilepidotus.spinosus",7,0.0512774147169927,2015,2,2015
2,"Hemilepidotus.spinosus",7,0.0512774147169927,2016,2,2016
2,"Hemilepidotus.spinosus",7,0.0512774147169927,2017,2,2017
2,"Hemilepidotus.spinosus",7,0.0512774147169927,2017,2,2017
2,"Hemilepidotus.spinosus",7,0.0512774147169927,2017,2,2017
2,"Hemilepidotus.spinosus",7,0.0512774147169927,2017,2,2017
2,"Hemilepidotus.spinosus",7,0.0512774147169927,2017,2,2017
2,"Hemilepidotus.spinosus",7,0.0512774147169927,2017,2,2017
2,"Hemilepidotus.spinosus",7,0.0512774147169927,2017,2,2017
1,"Hemilepidotus.spinosus",8,0.0259201658890617,2019,1,2019
2,"Hemilepidotus.spinosus",8,0.0260185859865848,2018,2,2018
2,"Hemilepidotus.spinosus",8,0.0260185859865848,2018,2,2018
2,"Hemilepidotus.spinosus",8,0.0260185859865848,2018,2,2018
2,"Hemilepidotus.spinosus",8,0.0260185859865848,2020,2,2020
2,"Hemilepidotus.spinosus",8,0.0260185859865848,2020,2,2020
3,"Hemilepidotus.spinosus",8,0.022706810779905,2018,3,2018
3,"Hemilepidotus.spinosus",8,0.022706810779905,2018,3,2018
1,"Hemilepidotus.spinosus",9,0.0295769206393926,2021,1,2021
1,"Hemilepidotus.spinosus",9,0.0295769206393926,2023,1,2023
2,"Hemilepidotus.spinosus",9,0.023871419749716,2021,2,2021
2,"Hemilepidotus.spinosus",9,0.023871419749716,2021,2,2021
2,"Hemilepidotus.spinosus",9,0.023871419749716,2022,2,2022
2,"Hemilepidotus.spinosus",9,0.023871419749716,2022,2,2022
2,"Hemilepidotus.spinosus",9,0.023871419749716,2023,2,2023
8,"Hexagrammos.decagrammus",1,0.00382394554701541,1999,2,1998
7,"Hexagrammos.decagrammus",2,0.0116816400619832,2001,1,2000
7,"Hexagrammos.decagrammus",2,0.0116816400619832,2002,1,2001
6,"Hexagrammos.decagrammus",3,0.0138178803371563,2005,12,2005
7,"Hexagrammos.decagrammus",3,0.0148986889153754,2004,1,2003
8,"Hexagrammos.decagrammus",3,0.0130463144161774,2005,2,2004
9,"Hexagrammos.decagrammus",4,0.00922764602749838,2007,3,2006
8,"Hexagrammos.decagrammus",5,0.0189950349908548,2012,2,2011
8,"Hexagrammos.decagrammus",5,0.0189950349908548,2012,2,2011
7,"Hexagrammos.decagrammus",6,0.0192187652457499,2014,1,2013
7,"Hexagrammos.decagrammus",6,0.0192187652457499,2015,1,2014
7,"Hexagrammos.decagrammus",6,0.0192187652457499,2015,1,2014
8,"Hexagrammos.decagrammus",6,0.0291550800688672,2013,2,2012
8,"Hexagrammos.decagrammus",6,0.0291550800688672,2014,2,2013
8,"Hexagrammos.decagrammus",6,0.0291550800688672,2015,2,2014
8,"Hexagrammos.decagrammus",6,0.0291550800688672,2015,2,2014
9,"Hexagrammos.decagrammus",6,0.0286532951289398,2015,3,2014
7,"Hexagrammos.decagrammus",7,0.023906287353574,2017,1,2016
8,"Hexagrammos.decagrammus",7,0.0283843500663896,2016,2,2015
8,"Hexagrammos.decagrammus",7,0.0283843500663896,2017,2,2016
8,"Hexagrammos.decagrammus",7,0.0283843500663896,2017,2,2016
8,"Hexagrammos.decagrammus",7,0.0283843500663896,2018,2,2017
8,"Hexagrammos.decagrammus",7,0.0283843500663896,2018,2,2017
9,"Hexagrammos.decagrammus",7,0.0236574402649633,2018,3,2017
7,"Hexagrammos.decagrammus",8,0.0475398145947231,2019,1,2018
8,"Hexagrammos.decagrammus",8,0.0198017160809804,2020,2,2019
8,"Hexagrammos.decagrammus",8,0.0198017160809804,2020,2,2019
7,"Hexagrammos.decagrammus",9,0.0980488283165016,2022,1,2021
2,"Isopsetta.isolepis",1,0.00425079702444208,1997,2,1997
3,"Isopsetta.isolepis",1,0.0044849082836256,1997,3,1997
4,"Isopsetta.isolepis",1,0.00339478261038606,1998,4,1998
4,"Isopsetta.isolepis",1,0.00339478261038606,1999,4,1999
5,"Isopsetta.isolepis",1,0.00799426015340209,1997,5,1997
5,"Isopsetta.isolepis",1,0.00799426015340209,1998,5,1998
7,"Isopsetta.isolepis",1,0.0131121746541664,1997,7,1997
10,"Isopsetta.isolepis",1,0.0159676389184586,1998,10,1998
1,"Isopsetta.isolepis",2,0.0147710487444609,2001,1,2001
2,"Isopsetta.isolepis",2,0.0362260505554661,2000,2,2000
3,"Isopsetta.isolepis",2,0.558366731829772,2002,3,2002
3,"Isopsetta.isolepis",2,0.558366731829772,2002,3,2002
3,"Isopsetta.isolepis",2,0.558366731829772,2002,3,2002
3,"Isopsetta.isolepis",2,0.558366731829772,2002,3,2002
4,"Isopsetta.isolepis",2,0.0222564485026629,2000,4,2000
4,"Isopsetta.isolepis",2,0.0222564485026629,2000,4,2000
4,"Isopsetta.isolepis",2,0.0222564485026629,2001,4,2001
4,"Isopsetta.isolepis",2,0.0222564485026629,2002,4,2002
4,"Isopsetta.isolepis",2,0.0222564485026629,2002,4,2002
4,"Isopsetta.isolepis",2,0.0222564485026629,2002,4,2002
5,"Isopsetta.isolepis",2,0.0466635557629491,2001,5,2001
6,"Isopsetta.isolepis",2,0.0272042647713076,2001,6,2001
6,"Isopsetta.isolepis",2,0.0272042647713076,2001,6,2001
10,"Isopsetta.isolepis",2,0.0233426704014939,2001,10,2001
1,"Isopsetta.isolepis",3,0.0416406412658755,2005,1,2005
3,"Isopsetta.isolepis",3,0.039309539766518,2003,3,2003
3,"Isopsetta.isolepis",3,0.039309539766518,2005,3,2005
5,"Isopsetta.isolepis",3,0.0177592900037695,2004,5,2004
5,"Isopsetta.isolepis",3,0.0177592900037695,2004,5,2004
5,"Isopsetta.isolepis",3,0.0177592900037695,2004,5,2004
5,"Isopsetta.isolepis",3,0.0177592900037695,2005,5,2005
8,"Isopsetta.isolepis",3,0.019669551534225,2005,8,2005
2,"Isopsetta.isolepis",4,0.0823271130625686,2006,2,2006
3,"Isopsetta.isolepis",4,0.0376754473194902,2007,3,2007
3,"Isopsetta.isolepis",4,0.0376754473194902,2007,3,2007
3,"Isopsetta.isolepis",4,0.0376754473194902,2007,3,2007
3,"Isopsetta.isolepis",4,0.0376754473194902,2008,3,2008
3,"Isopsetta.isolepis",4,0.0376754473194902,2008,3,2008
1,"Isopsetta.isolepis",5,0.117905647584194,2011,1,2011
1,"Isopsetta.isolepis",5,0.117905647584194,2011,1,2011
1,"Isopsetta.isolepis",5,0.117905647584194,2011,1,2011
2,"Isopsetta.isolepis",5,0.535348688645751,2010,2,2010
2,"Isopsetta.isolepis",5,0.535348688645751,2010,2,2010
2,"Isopsetta.isolepis",5,0.535348688645751,2010,2,2010
2,"Isopsetta.isolepis",5,0.535348688645751,2010,2,2010
2,"Isopsetta.isolepis",5,0.535348688645751,2010,2,2010
2,"Isopsetta.isolepis",5,0.535348688645751,2010,2,2010
2,"Isopsetta.isolepis",5,0.535348688645751,2010,2,2010
2,"Isopsetta.isolepis",5,0.535348688645751,2010,2,2010
2,"Isopsetta.isolepis",5,0.535348688645751,2011,2,2011
3,"Isopsetta.isolepis",5,0.351868076680265,2010,3,2010
3,"Isopsetta.isolepis",5,0.351868076680265,2010,3,2010
3,"Isopsetta.isolepis",5,0.351868076680265,2010,3,2010
3,"Isopsetta.isolepis",5,0.351868076680265,2011,3,2011
5,"Isopsetta.isolepis",5,0.0378611304747853,2010,5,2010
5,"Isopsetta.isolepis",5,0.0378611304747853,2010,5,2010
7,"Isopsetta.isolepis",5,0.0384871753852717,2010,7,2010
7,"Isopsetta.isolepis",5,0.0384871753852717,2010,7,2010
8,"Isopsetta.isolepis",5,0.0254906309186059,2010,8,2010
9,"Isopsetta.isolepis",5,0.0252206809583859,2010,9,2010
2,"Isopsetta.isolepis",6,0.110319202044184,2012,2,2012
2,"Isopsetta.isolepis",6,0.110319202044184,2012,2,2012
2,"Isopsetta.isolepis",6,0.110319202044184,2012,2,2012
2,"Isopsetta.isolepis",6,0.110319202044184,2012,2,2012
2,"Isopsetta.isolepis",6,0.110319202044184,2013,2,2013
2,"Isopsetta.isolepis",6,0.110319202044184,2014,2,2014
2,"Isopsetta.isolepis",6,0.110319202044184,2014,2,2014
3,"Isopsetta.isolepis",6,0.0364154893996601,2013,3,2013
3,"Isopsetta.isolepis",6,0.0364154893996601,2013,3,2013
3,"Isopsetta.isolepis",6,0.0364154893996601,2013,3,2013
4,"Isopsetta.isolepis",6,0.205992509363296,2013,4,2013
5,"Isopsetta.isolepis",6,0.019971674121679,2012,5,2012
5,"Isopsetta.isolepis",6,0.019971674121679,2013,5,2013
5,"Isopsetta.isolepis",6,0.019971674121679,2013,5,2013
6,"Isopsetta.isolepis",6,0.0606592126640717,2012,6,2012
6,"Isopsetta.isolepis",6,0.0606592126640717,2012,6,2012
6,"Isopsetta.isolepis",6,0.0606592126640717,2013,6,2013
6,"Isopsetta.isolepis",6,0.0606592126640717,2014,6,2014
6,"Isopsetta.isolepis",6,0.0606592126640717,2014,6,2014
7,"Isopsetta.isolepis",6,0.040976600691989,2012,7,2012
7,"Isopsetta.isolepis",6,0.040976600691989,2013,7,2013
7,"Isopsetta.isolepis",6,0.040976600691989,2014,7,2014
7,"Isopsetta.isolepis",6,0.040976600691989,2014,7,2014
8,"Isopsetta.isolepis",6,0.0206825232678387,2013,8,2013
1,"Isopsetta.isolepis",7,0.0694927032661571,2016,1,2016
2,"Isopsetta.isolepis",7,0.420923617032073,2015,2,2015
2,"Isopsetta.isolepis",7,0.420923617032073,2015,2,2015
2,"Isopsetta.isolepis",7,0.420923617032073,2015,2,2015
2,"Isopsetta.isolepis",7,0.420923617032073,2015,2,2015
2,"Isopsetta.isolepis",7,0.420923617032073,2015,2,2015
2,"Isopsetta.isolepis",7,0.420923617032073,2016,2,2016
2,"Isopsetta.isolepis",7,0.420923617032073,2016,2,2016
2,"Isopsetta.isolepis",7,0.420923617032073,2016,2,2016
2,"Isopsetta.isolepis",7,0.420923617032073,2017,2,2017
2,"Isopsetta.isolepis",7,0.420923617032073,2017,2,2017
2,"Isopsetta.isolepis",7,0.420923617032073,2017,2,2017
2,"Isopsetta.isolepis",7,0.420923617032073,2017,2,2017
2,"Isopsetta.isolepis",7,0.420923617032073,2017,2,2017
2,"Isopsetta.isolepis",7,0.420923617032073,2017,2,2017
2,"Isopsetta.isolepis",7,0.420923617032073,2017,2,2017
2,"Isopsetta.isolepis",7,0.420923617032073,2017,2,2017
3,"Isopsetta.isolepis",7,0.263215482287019,2015,3,2015
3,"Isopsetta.isolepis",7,0.263215482287019,2015,3,2015
3,"Isopsetta.isolepis",7,0.263215482287019,2015,3,2015
3,"Isopsetta.isolepis",7,0.263215482287019,2015,3,2015
3,"Isopsetta.isolepis",7,0.263215482287019,2016,3,2016
3,"Isopsetta.isolepis",7,0.263215482287019,2016,3,2016
3,"Isopsetta.isolepis",7,0.263215482287019,2016,3,2016
3,"Isopsetta.isolepis",7,0.263215482287019,2016,3,2016
3,"Isopsetta.isolepis",7,0.263215482287019,2016,3,2016
3,"Isopsetta.isolepis",7,0.263215482287019,2017,3,2017
3,"Isopsetta.isolepis",7,0.263215482287019,2017,3,2017
3,"Isopsetta.isolepis",7,0.263215482287019,2017,3,2017
4,"Isopsetta.isolepis",7,0.128070905065467,2015,4,2015
4,"Isopsetta.isolepis",7,0.128070905065467,2015,4,2015
4,"Isopsetta.isolepis",7,0.128070905065467,2015,4,2015
4,"Isopsetta.isolepis",7,0.128070905065467,2016,4,2016
4,"Isopsetta.isolepis",7,0.128070905065467,2016,4,2016
4,"Isopsetta.isolepis",7,0.128070905065467,2017,4,2017
5,"Isopsetta.isolepis",7,0.0972929633167045,2015,5,2015
5,"Isopsetta.isolepis",7,0.0972929633167045,2015,5,2015
5,"Isopsetta.isolepis",7,0.0972929633167045,2015,5,2015
5,"Isopsetta.isolepis",7,0.0972929633167045,2016,5,2016
5,"Isopsetta.isolepis",7,0.0972929633167045,2016,5,2016
5,"Isopsetta.isolepis",7,0.0972929633167045,2016,5,2016
6,"Isopsetta.isolepis",7,0.055623961205134,2015,6,2015
6,"Isopsetta.isolepis",7,0.055623961205134,2015,6,2015
7,"Isopsetta.isolepis",7,0.026267402153927,2015,7,2015
10,"Isopsetta.isolepis",7,0.0994463869696315,2016,10,2016
10,"Isopsetta.isolepis",7,0.0994463869696315,2017,10,2017
2,"Isopsetta.isolepis",8,0.334014314316202,2018,2,2018
2,"Isopsetta.isolepis",8,0.334014314316202,2018,2,2018
2,"Isopsetta.isolepis",8,0.334014314316202,2018,2,2018
2,"Isopsetta.isolepis",8,0.334014314316202,2018,2,2018
2,"Isopsetta.isolepis",8,0.334014314316202,2020,2,2020
2,"Isopsetta.isolepis",8,0.334014314316202,2020,2,2020
2,"Isopsetta.isolepis",8,0.334014314316202,2020,2,2020
2,"Isopsetta.isolepis",8,0.334014314316202,2020,2,2020
3,"Isopsetta.isolepis",8,0.539906081605497,2018,3,2018
3,"Isopsetta.isolepis",8,0.539906081605497,2018,3,2018
3,"Isopsetta.isolepis",8,0.539906081605497,2018,3,2018
3,"Isopsetta.isolepis",8,0.539906081605497,2018,3,2018
3,"Isopsetta.isolepis",8,0.539906081605497,2018,3,2018
3,"Isopsetta.isolepis",8,0.539906081605497,2019,3,2019
3,"Isopsetta.isolepis",8,0.539906081605497,2019,3,2019
3,"Isopsetta.isolepis",8,0.539906081605497,2019,3,2019
3,"Isopsetta.isolepis",8,0.539906081605497,2020,3,2020
3,"Isopsetta.isolepis",8,0.539906081605497,2020,3,2020
4,"Isopsetta.isolepis",8,0.0622493247440921,2018,4,2018
4,"Isopsetta.isolepis",8,0.0622493247440921,2020,4,2020
4,"Isopsetta.isolepis",8,0.0622493247440921,2020,4,2020
5,"Isopsetta.isolepis",8,0.0707348523199253,2018,5,2018
5,"Isopsetta.isolepis",8,0.0707348523199253,2018,5,2018
5,"Isopsetta.isolepis",8,0.0707348523199253,2020,5,2020
7,"Isopsetta.isolepis",8,0.0267203200098566,2019,7,2019
7,"Isopsetta.isolepis",8,0.0267203200098566,2019,7,2019
7,"Isopsetta.isolepis",8,0.0267203200098566,2020,7,2020
8,"Isopsetta.isolepis",8,0.0388158914923264,2018,8,2018
8,"Isopsetta.isolepis",8,0.0388158914923264,2019,8,2019
1,"Isopsetta.isolepis",9,0.123034923911796,2023,1,2023
1,"Isopsetta.isolepis",9,0.123034923911796,2023,1,2023
2,"Isopsetta.isolepis",9,0.455950042952915,2021,2,2021
2,"Isopsetta.isolepis",9,0.455950042952915,2021,2,2021
2,"Isopsetta.isolepis",9,0.455950042952915,2022,2,2022
