"Year","Month","Volume.Filtered","Taxa","Count","Density","New_Year","New_Month","Year_Start"
2016,2,45.43,"Hexagrammos.decagrammus",1,0.0220118864186661,2015,8,"July"
2017,1,41.83,"Hexagrammos.decagrammus",1,0.023906287353574,2016,7,"July"
2017,2,37.68,"Hexagrammos.decagrammus",1,0.0265392781316348,2016,8,"July"
2017,2,69.34,"Hexagrammos.decagrammus",1,0.014421690222094,2016,8,"July"
2018,2,41.66,"Hexagrammos.decagrammus",1,0.0240038406144983,2017,8,"July"
2018,2,36.4,"Hexagrammos.decagrammus",2,0.0549450549450549,2017,8,"July"
2018,3,42.27,"Hexagrammos.decagrammus",1,0.0236574402649633,2017,9,"July"
2019,1,42.07,"Hexagrammos.decagrammus",2,0.0475398145947231,2018,7,"July"
2020,2,56.3603,"Hexagrammos.decagrammus",1,0.0177429857541567,2019,8,"July"
2020,2,45.74472,"Hexagrammos.decagrammus",1,0.021860446407804,2019,8,"July"
2022,1,20.398,"Hexagrammos.decagrammus",2,0.0980488283165016,2021,7,"July"
1997,2,235.25,"Isopsetta.isolepis",1,0.00425079702444208,1997,2,"January"
1997,3,222.97,"Isopsetta.isolepis",1,0.0044849082836256,1997,3,"January"
1997,5,287.6,"Isopsetta.isolepis",1,0.00347705146036161,1997,5,"January"
1997,7,152.53,"Isopsetta.isolepis",2,0.0131121746541664,1997,7,"January"
1998,4,317.98,"Isopsetta.isolepis",1,0.00314485187747657,1998,4,"January"
1998,5,239.78,"Isopsetta.isolepis",3,0.0125114688464426,1998,5,"January"
1998,10,187.88,"Isopsetta.isolepis",3,0.0159676389184586,1998,10,"January"
1999,4,274.37,"Isopsetta.isolepis",1,0.00364471334329555,1999,4,"January"
2000,2,248.44,"Isopsetta.isolepis",9,0.0362260505554661,2000,2,"January"
2000,4,290.75,"Isopsetta.isolepis",1,0.00343938091143594,2000,4,"January"
2000,4,885.5,"Isopsetta.isolepis",6,0.00677583286278938,2000,4,"January"
2001,1,67.7,"Isopsetta.isolepis",1,0.0147710487444609,2001,1,"January"
2001,4,65.61,"Isopsetta.isolepis",1,0.0152415790275873,2001,4,"January"
2001,5,64.29,"Isopsetta.isolepis",3,0.0466635557629491,2001,5,"January"
2001,6,83.92,"Isopsetta.isolepis",3,0.0357483317445186,2001,6,"January"
2001,6,53.59,"Isopsetta.isolepis",1,0.0186601977980967,2001,6,"January"
2001,10,42.84,"Isopsetta.isolepis",1,0.0233426704014939,2001,10,"January"
2002,3,44.61,"Isopsetta.isolepis",61,1.36740641111858,2002,3,"January"
2002,3,25.77,"Isopsetta.isolepis",4,0.155219247186651,2002,3,"January"
2002,3,37.48,"Isopsetta.isolepis",26,0.693703308431163,2002,3,"January"
2002,3,58.35,"Isopsetta.isolepis",1,0.0171379605826907,2002,3,"January"
2002,4,581.7,"Isopsetta.isolepis",61,0.104865050713426,2002,4,"January"
2002,4,2115.4,"Isopsetta.isolepis",2,0.000945447669471495,2002,4,"January"
2002,4,3081.8,"Isopsetta.isolepis",7,0.00227139983126744,2002,4,"January"
2003,3,70.58,"Isopsetta.isolepis",3,0.0425049589118731,2003,3,"January"
2004,5,300.672,"Isopsetta.isolepis",6,0.0199553001277139,2004,5,"January"
2004,5,67.14,"Isopsetta.isolepis",2,0.0297885016383676,2004,5,"January"
2004,5,82.3,"Isopsetta.isolepis",1,0.0121506682867558,2004,5,"January"
2005,1,48.03,"Isopsetta.isolepis",2,0.0416406412658755,2005,1,"January"
2005,3,55.38,"Isopsetta.isolepis",2,0.0361141206211629,2005,3,"January"
2005,5,437.508,"Isopsetta.isolepis",4,0.00914268996224069,2005,5,"January"
2005,8,50.84,"Isopsetta.isolepis",1,0.019669551534225,2005,8,"January"
2006,2,72.88,"Isopsetta.isolepis",6,0.0823271130625686,2006,2,"January"
2007,3,108.37,"Isopsetta.isolepis",8,0.0738211682199871,2007,3,"January"
2007,3,107.73,"Isopsetta.isolepis",2,0.0185649308456326,2007,3,"January"
2007,3,73.28,"Isopsetta.isolepis",2,0.027292576419214,2007,3,"January"
2008,3,72.33,"Isopsetta.isolepis",3,0.0414765657403567,2008,3,"January"
2008,3,73.47,"Isopsetta.isolepis",2,0.0272219953722608,2008,3,"January"
2010,2,34.96,"Isopsetta.isolepis",9,0.257437070938215,2010,2,"January"
2010,2,39.24,"Isopsetta.isolepis",32,0.815494393476045,2010,2,"January"
2010,2,36.04,"Isopsetta.isolepis",1,0.0277469478357381,2010,2,"January"
2010,2,36.22,"Isopsetta.isolepis",27,0.745444505797902,2010,2,"January"
2010,2,35.93,"Isopsetta.isolepis",66,1.83690509323685,2010,2,"January"
2010,2,35.43,"Isopsetta.isolepis",24,0.677392040643522,2010,2,"January"
2010,2,37.28,"Isopsetta.isolepis",2,0.0536480686695279,2010,2,"January"
2010,2,36.84,"Isopsetta.isolepis",10,0.271444082519001,2010,2,"January"
2010,3,52.99,"Isopsetta.isolepis",28,0.528401585204756,2010,3,"January"
2010,3,51.61,"Isopsetta.isolepis",33,0.639410966866886,2010,3,"January"
2010,3,53.28,"Isopsetta.isolepis",1,0.0187687687687688,2010,3,"January"
2010,5,47.83,"Isopsetta.isolepis",2,0.0418147606104955,2010,5,"January"
2010,5,29.492,"Isopsetta.isolepis",1,0.033907500339075,2010,5,"January"
2010,7,39.48,"Isopsetta.isolepis",2,0.0506585612968592,2010,7,"January"
2010,7,38,"Isopsetta.isolepis",1,0.0263157894736842,2010,7,"January"
2010,8,78.4602,"Isopsetta.isolepis",2,0.0254906309186059,2010,8,"January"
2010,9,39.65,"Isopsetta.isolepis",1,0.0252206809583859,2010,9,"January"
2011,1,38.4072,"Isopsetta.isolepis",1,0.0260367847695224,2011,1,"January"
2011,1,34.593,"Isopsetta.isolepis",9,0.260168242129911,2011,1,"January"
2011,1,44.4366,"Isopsetta.isolepis",3,0.0675119158531481,2011,1,"January"
2011,2,45.24,"Isopsetta.isolepis",6,0.13262599469496,2011,2,"January"
2011,3,45.2712,"Isopsetta.isolepis",10,0.220890985880648,2011,3,"January"
2012,2,59.07,"Isopsetta.isolepis",6,0.101574403250381,2012,2,"January"
2012,2,48.69392,"Isopsetta.isolepis",4,0.0821457791855739,2012,2,"January"
2012,2,36.4725,"Isopsetta.isolepis",6,0.164507505654946,2012,2,"January"
2012,2,47.48112,"Isopsetta.isolepis",4,0.0842440110932514,2012,2,"January"
2012,5,43.69,"Isopsetta.isolepis",1,0.0228885328450446,2012,5,"January"
2012,6,40.64,"Isopsetta.isolepis",4,0.0984251968503937,2012,6,"January"
2012,6,55.43,"Isopsetta.isolepis",1,0.0180407721450478,2012,6,"January"
2012,7,52.15,"Isopsetta.isolepis",1,0.0191754554170662,2012,7,"January"
2013,2,37.03588,"Isopsetta.isolepis",7,0.189005904544458,2013,2,"January"
2013,3,69.94,"Isopsetta.isolepis",1,0.0142979696883043,2013,3,"January"
2013,3,49.73238,"Isopsetta.isolepis",4,0.0804304961877956,2013,3,"January"
2013,3,68.88,"Isopsetta.isolepis",1,0.0145180023228804,2013,3,"January"
2013,4,53.4,"Isopsetta.isolepis",11,0.205992509363296,2013,4,"January"
2013,5,37.58164,"Isopsetta.isolepis",1,0.0266087376708414,2013,5,"January"
2013,5,95.99,"Isopsetta.isolepis",1,0.010417751849151,2013,5,"January"
2013,6,48.2846,"Isopsetta.isolepis",1,0.0207105371070693,2013,6,"January"
2013,7,71.04,"Isopsetta.isolepis",2,0.0281531531531532,2013,7,"January"
2013,8,48.35,"Isopsetta.isolepis",1,0.0206825232678387,2013,8,"January"
2014,2,44.78,"Isopsetta.isolepis",3,0.0669941938365342,2014,2,"January"
2014,2,35.8155,"Isopsetta.isolepis",3,0.0837626167441471,2014,2,"January"
2014,6,37.43,"Isopsetta.isolepis",4,0.106866150146941,2014,6,"January"
2014,6,50.63,"Isopsetta.isolepis",3,0.0592534070709066,2014,6,"January"
2014,7,38.6,"Isopsetta.isolepis",3,0.077720207253886,2014,7,"January"
2014,7,51.47,"Isopsetta.isolepis",2,0.0388575869438508,2014,7,"January"
2015,2,43.04,"Isopsetta.isolepis",70,1.62639405204461,2015,2,"January"
2015,2,61.21,"Isopsetta.isolepis",26,0.424767194902794,2015,2,"January"
2015,2,51.54,"Isopsetta.isolepis",8,0.155219247186651,2015,2,"January"
2015,2,49.51,"Isopsetta.isolepis",49,0.989699050696829,2015,2,"January"
2015,2,51.89,"Isopsetta.isolepis",23,0.443245326652534,2015,2,"January"
2015,3,34.9,"Isopsetta.isolepis",46,1.31805157593123,2015,3,"January"
2015,3,45.88,"Isopsetta.isolepis",6,0.13077593722755,2015,3,"January"
2015,3,63.73,"Isopsetta.isolepis",3,0.0470735917150479,2015,3,"January"
2015,3,38.61,"Isopsetta.isolepis",32,0.828800828800829,2015,3,"January"
2015,4,35.22,"Isopsetta.isolepis",1,0.0283929585462805,2015,4,"January"
2015,4,39.42,"Isopsetta.isolepis",3,0.076103500761035,2015,4,"January"
2015,4,16.65,"Isopsetta.isolepis",1,0.0600600600600601,2015,4,"January"
2015,5,38.02,"Isopsetta.isolepis",4,0.105207785376118,2015,5,"January"
2015,5,47.2,"Isopsetta.isolepis",16,0.338983050847458,2015,5,"January"
2015,5,51.1,"Isopsetta.isolepis",1,0.0195694716242661,2015,5,"January"
2015,6,36.98,"Isopsetta.isolepis",2,0.0540832882639265,2015,6,"January"
2015,6,52.48,"Isopsetta.isolepis",3,0.0571646341463415,2015,6,"January"
2015,7,38.07,"Isopsetta.isolepis",1,0.026267402153927,2015,7,"January"
2016,1,28.78,"Isopsetta.isolepis",2,0.0694927032661571,2016,1,"January"
2016,2,41.96,"Isopsetta.isolepis",40,0.953288846520496,2016,2,"January"
2016,2,45.43,"Isopsetta.isolepis",6,0.132071318511996,2016,2,"January"
2016,2,62.12,"Isopsetta.isolepis",12,0.193174500965873,2016,2,"January"
2016,3,45.71,"Isopsetta.isolepis",1,0.0218770509735288,2016,3,"January"
2016,3,48.59,"Isopsetta.isolepis",1,0.0205803663305207,2016,3,"January"
2016,3,28.78,"Isopsetta.isolepis",6,0.208478109798471,2016,3,"January"
2016,3,37.1,"Isopsetta.isolepis",4,0.107816711590296,2016,3,"January"
2016,3,45.38,"Isopsetta.isolepis",16,0.352578228294403,2016,3,"January"
2016,4,37.63,"Isopsetta.isolepis",9,0.239170874302418,2016,4,"January"
2016,4,43.98,"Isopsetta.isolepis",4,0.0909504320145521,2016,4,"January"
2016,5,49.89,"Isopsetta.isolepis",4,0.0801763880537182,2016,5,"January"
2016,5,56.79,"Isopsetta.isolepis",1,0.0176087339320303,2016,5,"January"
2016,5,45.02,"Isopsetta.isolepis",1,0.022212350066637,2016,5,"January"
2016,10,44.19,"Isopsetta.isolepis",1,0.0226295541977823,2016,10,"January"
2017,2,41.03,"Isopsetta.isolepis",6,0.14623446258835,2017,2,"January"
2017,2,49.85,"Isopsetta.isolepis",1,0.0200601805416249,2017,2,"January"
2017,2,43.8,"Isopsetta.isolepis",6,0.136986301369863,2017,2,"January"
2017,2,37.68,"Isopsetta.isolepis",13,0.345010615711253,2017,2,"January"
2017,2,69.34,"Isopsetta.isolepis",9,0.129795211998846,2017,2,"January"
2017,2,86.4,"Isopsetta.isolepis",66,0.763888888888889,2017,2,"January"
2017,2,116.02,"Isopsetta.isolepis",28,0.241337700396483,2017,2,"January"
2017,2,119.03,"Isopsetta.isolepis",4,0.0336049735360833,2017,2,"January"
2017,3,46.75,"Isopsetta.isolepis",2,0.0427807486631016,2017,3,"January"
2017,3,49.94,"Isopsetta.isolepis",3,0.0600720865038046,2017,3,"January"
2017,3,50.76,"Isopsetta.isolepis",1,0.0197005516154452,2017,3,"January"
2017,4,36.53,"Isopsetta.isolepis",10,0.273747604708459,2017,4,"January"
2017,10,34.04,"Isopsetta.isolepis",6,0.176263219741481,2017,10,"January"
2018,2,41.66,"Isopsetta.isolepis",4,0.0960153624579933,2018,2,"January"
2018,2,42.6,"Isopsetta.isolepis",8,0.187793427230047,2018,2,"January"
2018,2,40.32,"Isopsetta.isolepis",1,0.0248015873015873,2018,2,"January"
2018,2,45.67,"Isopsetta.isolepis",1,0.0218962119553317,2018,2,"January"
2018,3,28.81,"Isopsetta.isolepis",22,0.763623741756335,2018,3,"January"
2018,3,37.29,"Isopsetta.isolepis",1,0.026816840976133,2018,3,"January"
2018,3,34.45,"Isopsetta.isolepis",1,0.0290275761973875,2018,3,"January"
2018,3,70.22,"Isopsetta.isolepis",1,0.0142409569923099,2018,3,"January"
2018,3,138.25,"Isopsetta.isolepis",6,0.0433996383363472,2018,3,"January"
2018,4,69.09,"Isopsetta.isolepis",9,0.130264871906209,2018,4,"January"
2018,5,23.65,"Isopsetta.isolepis",4,0.169133192389006,2018,5,"January"
2018,5,40.48,"Isopsetta.isolepis",1,0.024703557312253,2018,5,"January"
2018,8,20.24,"Isopsetta.isolepis",1,0.0494071146245059,2018,8,"January"
2019,3,36.99,"Isopsetta.isolepis",28,0.756961340902947,2019,3,"January"
2019,3,39.26,"Isopsetta.isolepis",6,0.152827305145186,2019,3,"January"
2019,3,64.31,"Isopsetta.isolepis",1,0.0155496812315348,2019,3,"January"
2019,7,42.53,"Isopsetta.isolepis",1,0.0235128144838937,2019,7,"January"
2019,7,65.18,"Isopsetta.isolepis",2,0.0306842589751457,2019,7,"January"
2019,8,35.43,"Isopsetta.isolepis",1,0.0282246683601468,2019,8,"January"
2020,2,39.6422,"Isopsetta.isolepis",2,0.0504512867600688,2020,2,"January"
2020,2,37.2643,"Isopsetta.isolepis",7,0.187847349876423,2020,2,"January"
2020,2,37.35968,"Isopsetta.isolepis",48,1.28480757865164,2020,2,"January"
2020,2,53.75676,"Isopsetta.isolepis",44,0.818501710296528,2020,2,"January"
2020,3,71.56378,"Isopsetta.isolepis",256,3.57722859245277,2020,3,"January"
2020,3,51.5859,"Isopsetta.isolepis",1,0.0193851420640136,2020,3,"January"
2020,4,52.26476,"Isopsetta.isolepis",1,0.0191333510380608,2020,4,"January"
2020,4,53.54788,"Isopsetta.isolepis",2,0.0373497512880062,2020,4,"January"
2020,5,54.44308,"Isopsetta.isolepis",1,0.0183678072585166,2020,5,"January"
2020,7,77.03007,"Isopsetta.isolepis",2,0.0259638865705302,2020,7,"January"
2021,2,33.7063123,"Isopsetta.isolepis",4,0.118672133705947,2021,2,"January"
2021,2,54.62747166,"Isopsetta.isolepis",29,0.530868427894581,2021,2,"January"
2021,3,49.92408509,"Isopsetta.isolepis",4,0.0801216485547818,2021,3,"January"
2021,4,11.351699,"Isopsetta.isolepis",14,1.23329556218853,2021,4,"January"
2021,4,9.5850182,"Isopsetta.isolepis",1,0.104329483693625,2021,4,"January"
2021,6,44.37678,"Isopsetta.isolepis",1,0.0225343073562345,2021,6,"January"
2021,6,47.96778,"Isopsetta.isolepis",1,0.0208473271016503,2021,6,"January"
2022,2,25.2495,"Isopsetta.isolepis",1,0.0396047446484089,2022,2,"January"
2022,3,26.69875,"Isopsetta.isolepis",27,1.01128329977995,2022,3,"January"
2022,4,34.288,"Isopsetta.isolepis",4,0.116658889407373,2022,4,"January"
2022,4,47.752,"Isopsetta.isolepis",6,0.125649187468588,2022,4,"January"
2022,5,70.434,"Isopsetta.isolepis",19,0.269756083709572,2022,5,"January"
2022,5,47.5254,"Isopsetta.isolepis",3,0.0631241399335934,2022,5,"January"
2022,7,39.8013,"Isopsetta.isolepis",5,0.125624037405813,2022,7,"January"
2022,7,44.3828,"Isopsetta.isolepis",3,0.0675937525347657,2022,7,"January"
2022,8,53.6952,"Isopsetta.isolepis",1,0.0186236386120175,2022,8,"January"
2022,8,52.572,"Isopsetta.isolepis",1,0.0190215323746481,2022,8,"January"
2023,1,39.1391,"Isopsetta.isolepis",7,0.178849283708619,2023,1,"January"
2023,1,44.6292,"Isopsetta.isolepis",3,0.0672205641149741,2023,1,"January"
2023,2,55.5672,"Isopsetta.isolepis",74,1.33172087130537,2023,2,"January"
2023,2,34.7646,"Isopsetta.isolepis",9,0.258884037210266,2023,2,"January"
2023,3,41.6878,"Isopsetta.isolepis",7,0.1679148335964,2023,3,"January"
2023,3,46.8314,"Isopsetta.isolepis",1,0.0213531946514518,2023,3,"January"
2023,4,33.5104,"Isopsetta.isolepis",1,0.0298414820473644,2023,4,"January"
2023,5,52.4986,"Isopsetta.isolepis",1,0.0190481269976723,2023,5,"January"
2023,5,55.6248,"Isopsetta.isolepis",2,0.0359551854568466,2023,5,"January"
2023,6,39.5703,"Isopsetta.isolepis",1,0.0252714788616715,2023,6,"January"
2023,6,46.6004,"Isopsetta.isolepis",2,0.0429180865400297,2023,6,"January"
2023,7,43.28,"Isopsetta.isolepis",1,0.0231053604436229,2023,7,"January"
1997,3,222.97,"Leptocottus.armatus",1,0.0044849082836256,1996,9,"July"
1997,12,218.45,"Leptocottus.armatus",2,0.00915541313801785,1997,6,"July"
1998,3,177.73,"Leptocottus.armatus",1,0.00562651212513363,1997,9,"July"
1998,11,214.16,"Leptocottus.armatus",3,0.0140082181546507,1998,5,"July"
1998,12,202.87,"Leptocottus.armatus",3,0.0147877951397447,1998,6,"July"
1999,2,261.51,"Leptocottus.armatus",2,0.00764789109403082,1998,8,"July"
1999,8,238.63,"Leptocottus.armatus",1,0.00419058793948791,1999,2,"July"
1999,12,262.21,"Leptocottus.armatus",2,0.00762747416193128,1999,6,"July"
2000,2,206.7,"Leptocottus.armatus",1,0.00483792936623125,1999,8,"July"
2000,3,211.16,"Leptocottus.armatus",1,0.00473574540632696,1999,9,"July"
2000,12,76.62,"Leptocottus.armatus",2,0.0261028452101279,2000,6,"July"
2001,1,159.79,"Leptocottus.armatus",3,0.0187746417172539,2000,7,"July"
2001,1,67.7,"Leptocottus.armatus",3,0.0443131462333826,2000,7,"July"
2001,2,40.47,"Leptocottus.armatus",1,0.0247096614776378,2000,8,"July"
2001,3,65.71,"Leptocottus.armatus",1,0.0152183838076396,2000,9,"July"
2001,8,63.89,"Leptocottus.armatus",1,0.0156519017060573,2001,2,"July"
2002,3,37.48,"Leptocottus.armatus",2,0.0533617929562433,2001,9,"July"
2002,4,581.7,"Leptocottus.armatus",1,0.00171909919202338,2001,10,"July"
2002,11,35.37,"Leptocottus.armatus",1,0.0282725473565168,2002,5,"July"
2003,4,67.47,"Leptocottus.armatus",1,0.0148214021046391,2002,10,"July"
2007,3,108.37,"Leptocottus.armatus",2,0.0184552920549968,2006,9,"July"
2008,3,89.49,"Leptocottus.armatus",1,0.0111744328975305,2007,9,"July"
2009,1,37.89,"Leptocottus.armatus",7,0.184745315386646,2008,7,"July"
2010,3,52.99,"Leptocottus.armatus",2,0.0377429703717683,2009,9,"July"
2011,1,44.4366,"Leptocottus.armatus",1,0.0225039719510494,2010,7,"July"
2012,2,48.69392,"Leptocottus.armatus",2,0.0410728895927869,2011,8,"July"
2012,9,48.59538,"Leptocottus.armatus",1,0.0205780878758433,2012,3,"July"
2013,3,49.73238,"Leptocottus.armatus",1,0.0201076240469489,2012,9,"July"
2013,3,68.88,"Leptocottus.armatus",1,0.0145180023228804,2012,9,"July"
2013,4,35.08024,"Leptocottus.armatus",1,0.0285060763552359,2012,10,"July"
2013,8,48.35,"Leptocottus.armatus",1,0.0206825232678387,2013,2,"July"
2014,2,35.8155,"Leptocottus.armatus",1,0.027920872248049,2013,8,"July"
2014,4,33.6552,"Leptocottus.armatus",1,0.0297130903991062,2013,10,"July"
2015,2,65.21,"Leptocottus.armatus",1,0.0153350713080816,2014,8,"July"
2016,10,27.05,"Leptocottus.armatus",1,0.0369685767097967,2016,4,"July"
2018,3,28.81,"Leptocottus.armatus",1,0.0347101700798334,2017,9,"July"
2018,3,70.22,"Leptocottus.armatus",1,0.0142409569923099,2017,9,"July"
2018,4,69.09,"Leptocottus.armatus",1,0.0144738746562455,2017,10,"July"
2018,4,63.22,"Leptocottus.armatus",1,0.0158177791838026,2017,10,"July"
2018,11,53.21,"Leptocottus.armatus",3,0.0563803796278895,2018,5,"July"
2019,3,43.97,"Leptocottus.armatus",1,0.0227427791676143,2018,9,"July"
2019,10,74.54,"Leptocottus.armatus",3,0.0402468473302925,2019,4,"July"
2020,3,71.56378,"Leptocottus.armatus",3,0.041920647567806,2019,9,"July"
2021,1,59.51682408,"Leptocottus.armatus",1,0.0168019718030626,2020,7,"July"
2021,4,11.351699,"Leptocottus.armatus",1,0.0880925401563237,2020,10,"July"
2023,3,41.6878,"Leptocottus.armatus",1,0.0239878333709143,2022,9,"July"
1996,12,186.13,"Liparis.fucensis",1,0.00537258905066351,1996,6,"July"
1998,8,223.17,"Liparis.fucensis",1,0.00448088900837926,1998,2,"July"
1998,12,226.13,"Liparis.fucensis",2,0.00884446999513554,1998,6,"July"
1999,2,261.51,"Liparis.fucensis",5,0.0191197277350771,1998,8,"July"
1999,3,206.39,"Liparis.fucensis",1,0.00484519598817772,1998,9,"July"
1999,3,346.31,"Liparis.fucensis",1,0.00288758626663972,1998,9,"July"
1999,4,274.37,"Liparis.fucensis",1,0.00364471334329555,1998,10,"July"
1999,7,236.45,"Liparis.fucensis",1,0.00422922393740749,1999,1,"July"
1999,10,238.04,"Liparis.fucensis",1,0.00420097462611326,1999,4,"July"
2000,3,211.16,"Liparis.fucensis",1,0.00473574540632696,1999,9,"July"
2000,4,1431,"Liparis.fucensis",1,0.000698812019566737,1999,10,"July"
2000,4,1664.7,"Liparis.fucensis",4,0.00240283534570794,1999,10,"July"
2000,7,1868.9,"Liparis.fucensis",1,0.000535074107763925,2000,1,"July"
2000,7,79.43,"Liparis.fucensis",1,0.0125897016240715,2000,1,"July"
2000,8,708.4,"Liparis.fucensis",1,0.00141163184641446,2000,2,"July"
2000,8,1642.9,"Liparis.fucensis",2,0.00121735954714225,2000,2,"July"
2000,8,1884.4,"Liparis.fucensis",2,0.00106134578645723,2000,2,"July"
2000,9,1610.5,"Liparis.fucensis",2,0.00124185035703198,2000,3,"July"
2001,2,52.64,"Liparis.fucensis",2,0.0379939209726444,2000,8,"July"
2001,6,83.92,"Liparis.fucensis",1,0.0119161105815062,2000,12,"July"
2002,4,581.7,"Liparis.fucensis",1,0.00171909919202338,2001,10,"July"
2002,4,2115.4,"Liparis.fucensis",2,0.000945447669471495,2001,10,"July"
2002,4,3081.8,"Liparis.fucensis",1,0.000324485690181063,2001,10,"July"
2002,5,1718.6,"Liparis.fucensis",1,0.000581868963109508,2001,11,"July"
2002,5,2038.7,"Liparis.fucensis",6,0.00294305194486683,2001,11,"July"
2002,5,3206.2,"Liparis.fucensis",7,0.00218326991454058,2001,11,"July"
2002,7,1309.3,"Liparis.fucensis",2,0.00152753379668525,2002,1,"July"
2002,7,2065.9,"Liparis.fucensis",4,0.00193620213950336,2002,1,"July"
2002,7,2142.1,"Liparis.fucensis",2,0.000933663227673778,2002,1,"July"
2002,8,1497,"Liparis.fucensis",6,0.00400801603206413,2002,2,"July"
2003,3,67.49,"Liparis.fucensis",1,0.0148170099273967,2002,9,"July"
2004,3,71.39,"Liparis.fucensis",1,0.0140075640846057,2003,9,"July"
2004,5,356.994,"Liparis.fucensis",1,0.0028011675266251,2003,11,"July"
2004,6,49.4,"Liparis.fucensis",1,0.0202429149797571,2003,12,"July"
2004,6,273.87,"Liparis.fucensis",3,0.0109541023113156,2003,12,"July"
2004,8,120.27,"Liparis.fucensis",1,0.00831462542612455,2004,2,"July"
2004,11,273.27,"Liparis.fucensis",1,0.00365938449152853,2004,5,"July"
2005,5,437.508,"Liparis.fucensis",5,0.0114283624528009,2004,11,"July"
2005,5,400.086,"Liparis.fucensis",1,0.00249946261553766,2004,11,"July"
2005,8,57.27,"Liparis.fucensis",1,0.0174611489436005,2005,2,"July"
2006,5,168.9,"Liparis.fucensis",1,0.0059206631142688,2005,11,"July"
2006,5,357.28,"Liparis.fucensis",2,0.00559785042543663,2005,11,"July"
2006,5,406.08,"Liparis.fucensis",1,0.00246256895193065,2005,11,"July"
2007,3,73.28,"Liparis.fucensis",1,0.013646288209607,2006,9,"July"
2007,4,97.39,"Liparis.fucensis",1,0.0102679946606428,2006,10,"July"
2007,5,161.4140058,"Liparis.fucensis",1,0.0061952492600862,2006,11,"July"
2007,6,173.9323838,"Liparis.fucensis",1,0.00574936063171463,2006,12,"July"
2007,6,139.7497441,"Liparis.fucensis",1,0.00715564816551246,2006,12,"July"
2007,6,112.5208667,"Liparis.fucensis",1,0.0088872404677274,2006,12,"July"
2007,7,107.976029,"Liparis.fucensis",1,0.00926131484238969,2007,1,"July"
2007,9,135.1406684,"Liparis.fucensis",1,0.00739969701082224,2007,3,"July"
2008,2,96.33,"Liparis.fucensis",1,0.0103809820409011,2007,8,"July"
2008,3,72.33,"Liparis.fucensis",1,0.0138255219134522,2007,9,"July"
2009,3,54.73,"Liparis.fucensis",1,0.0182715147085693,2008,9,"July"
2009,5,129.6793038,"Liparis.fucensis",1,0.00771133072662285,2008,11,"July"
2009,7,158.3848421,"Liparis.fucensis",2,0.0126274709971125,2009,1,"July"
2010,2,37.28,"Liparis.fucensis",1,0.0268240343347639,2009,8,"July"
2010,2,36.84,"Liparis.fucensis",1,0.0271444082519001,2009,8,"July"
2010,3,53.28,"Liparis.fucensis",1,0.0187687687687688,2009,9,"July"
2010,6,147.0068,"Liparis.fucensis",1,0.00680240641929489,2009,12,"July"
2010,6,143.55,"Liparis.fucensis",1,0.00696621386276559,2009,12,"July"
2010,6,43.67,"Liparis.fucensis",1,0.0228990153423403,2009,12,"July"
2010,7,39.48,"Liparis.fucensis",1,0.0253292806484296,2010,1,"July"
2010,7,44.38,"Liparis.fucensis",1,0.0225326723749437,2010,1,"July"
2010,8,152.529,"Liparis.fucensis",1,0.00655613030964603,2010,2,"July"
2011,1,41.8392,"Liparis.fucensis",1,0.02390103061244,2010,7,"July"
2011,2,40.3884,"Liparis.fucensis",2,0.0495191688702697,2010,8,"July"
2011,6,103.315608,"Liparis.fucensis",2,0.0193581593209034,2010,12,"July"
2011,7,152.1955116,"Liparis.fucensis",1,0.00657049599877951,2011,1,"July"
2011,7,128.5952976,"Liparis.fucensis",1,0.00777633411690164,2011,1,"July"
2011,8,136.029564,"Liparis.fucensis",1,0.00735134312420497,2011,2,"July"
2012,5,102.75725,"Liparis.fucensis",1,0.00973167343423457,2011,11,"July"
2012,7,32.2908,"Liparis.fucensis",1,0.0309685730920262,2012,1,"July"
2012,8,42.37978,"Liparis.fucensis",1,0.0235961583566503,2012,2,"July"
2012,10,37.85452,"Liparis.fucensis",1,0.026416924583907,2012,4,"July"
2012,11,38.45334,"Liparis.fucensis",1,0.0260055433416187,2012,5,"July"
2012,12,39.61308,"Liparis.fucensis",1,0.0252441870210547,2012,6,"July"
2013,3,49.73238,"Liparis.fucensis",1,0.0201076240469489,2012,9,"July"
2013,4,64.95,"Liparis.fucensis",1,0.0153964588144727,2012,10,"July"
2013,12,61.32,"Liparis.fucensis",1,0.0163078930202218,2013,6,"July"
2014,4,52.48,"Liparis.fucensis",1,0.0190548780487805,2013,10,"July"
2014,10,35.36,"Liparis.fucensis",1,0.0282805429864253,2014,4,"July"
2015,11,42.63,"Liparis.fucensis",1,0.0234576589256392,2015,5,"July"
2016,1,21.56,"Liparis.fucensis",2,0.0927643784786642,2015,7,"July"
2016,2,176.57,"Liparis.fucensis",2,0.0113269524834343,2015,8,"July"
2016,2,167.81,"Liparis.fucensis",1,0.00595912043382397,2015,8,"July"
2016,2,45.43,"Liparis.fucensis",1,0.0220118864186661,2015,8,"July"
2016,5,56.79,"Liparis.fucensis",1,0.0176087339320303,2015,11,"July"
2016,8,34.38,"Liparis.fucensis",1,0.029086678301338,2016,2,"July"
2016,9,23.08,"Liparis.fucensis",1,0.0433275563258232,2016,3,"July"
2016,10,27.05,"Liparis.fucensis",1,0.0369685767097967,2016,4,"July"
