"scientific_name","Decade","New_Month","Avg_Abundance","Old_Year","New_Year","Old_Month"
"Hippoglossina stomata","1965",4,3.768,1966,1966,10
"Hippoglossina stomata","1965",4,3.768,1967,1967,10
"Hippoglossina stomata","1965",4,3.768,1968,1968,10
"Hippoglossina stomata","1965",4,3.768,1969,1969,10
"Hippoglossina stomata","1965",5,0,1960,1960,11
"Hippoglossina stomata","1965",5,0,1961,1961,11
"Hippoglossina stomata","1965",5,0,1962,1962,11
"Hippoglossina stomata","1965",5,0,1963,1963,11
"Hippoglossina stomata","1965",5,0,1964,1964,11
"Hippoglossina stomata","1965",5,0,1965,1965,11
"Hippoglossina stomata","1965",5,0,1966,1966,11
"Hippoglossina stomata","1965",5,0,1967,1967,11
"Hippoglossina stomata","1965",5,0,1968,1968,11
"Hippoglossina stomata","1965",5,0,1969,1969,11
"Hippoglossina stomata","1965",6,0,1960,1960,12
"Hippoglossina stomata","1965",6,0,1961,1961,12
"Hippoglossina stomata","1965",6,0,1962,1962,12
"Hippoglossina stomata","1965",6,0,1963,1963,12
"Hippoglossina stomata","1965",6,0,1964,1964,12
"Hippoglossina stomata","1965",6,0,1965,1965,12
"Hippoglossina stomata","1965",6,0,1966,1966,12
"Hippoglossina stomata","1965",6,0,1967,1967,12
"Hippoglossina stomata","1965",6,0,1968,1968,12
"Hippoglossina stomata","1965",6,0,1969,1969,12
"Hippoglossina stomata","1965",7,0.994444444444444,1961,1960,1
"Hippoglossina stomata","1965",7,0.994444444444444,1962,1961,1
"Hippoglossina stomata","1965",7,0.994444444444444,1963,1962,1
"Hippoglossina stomata","1965",7,0.994444444444444,1964,1963,1
"Hippoglossina stomata","1965",7,0.994444444444444,1965,1964,1
"Hippoglossina stomata","1965",7,0.994444444444444,1966,1965,1
"Hippoglossina stomata","1965",7,0.994444444444444,1967,1966,1
"Hippoglossina stomata","1965",7,0.994444444444444,1968,1967,1
"Hippoglossina stomata","1965",7,0.994444444444444,1969,1968,1
"Hippoglossina stomata","1965",8,0,1961,1960,2
"Hippoglossina stomata","1965",8,0,1962,1961,2
"Hippoglossina stomata","1965",8,0,1963,1962,2
"Hippoglossina stomata","1965",8,0,1964,1963,2
"Hippoglossina stomata","1965",8,0,1965,1964,2
"Hippoglossina stomata","1965",8,0,1966,1965,2
"Hippoglossina stomata","1965",8,0,1967,1966,2
"Hippoglossina stomata","1965",8,0,1968,1967,2
"Hippoglossina stomata","1965",8,0,1969,1968,2
"Hippoglossina stomata","1965",9,0,1961,1960,3
"Hippoglossina stomata","1965",9,0,1962,1961,3
"Hippoglossina stomata","1965",9,0,1963,1962,3
"Hippoglossina stomata","1965",9,0,1964,1963,3
"Hippoglossina stomata","1965",9,0,1965,1964,3
"Hippoglossina stomata","1965",9,0,1966,1965,3
"Hippoglossina stomata","1965",9,0,1967,1966,3
"Hippoglossina stomata","1965",9,0,1968,1967,3
"Hippoglossina stomata","1965",9,0,1969,1968,3
"Hippoglossina stomata","1965",10,0.256666666666667,1961,1960,4
"Hippoglossina stomata","1965",10,0.256666666666667,1962,1961,4
"Hippoglossina stomata","1965",10,0.256666666666667,1963,1962,4
"Hippoglossina stomata","1965",10,0.256666666666667,1964,1963,4
"Hippoglossina stomata","1965",10,0.256666666666667,1965,1964,4
"Hippoglossina stomata","1965",10,0.256666666666667,1966,1965,4
"Hippoglossina stomata","1965",10,0.256666666666667,1967,1966,4
"Hippoglossina stomata","1965",10,0.256666666666667,1968,1967,4
"Hippoglossina stomata","1965",10,0.256666666666667,1969,1968,4
"Hippoglossina stomata","1965",11,0,1961,1960,5
"Hippoglossina stomata","1965",11,0,1962,1961,5
"Hippoglossina stomata","1965",11,0,1963,1962,5
"Hippoglossina stomata","1965",11,0,1964,1963,5
"Hippoglossina stomata","1965",11,0,1965,1964,5
"Hippoglossina stomata","1965",11,0,1966,1965,5
"Hippoglossina stomata","1965",11,0,1967,1966,5
"Hippoglossina stomata","1965",11,0,1968,1967,5
"Hippoglossina stomata","1965",11,0,1969,1968,5
"Hippoglossina stomata","1965",12,0.341111111111111,1961,1960,6
"Hippoglossina stomata","1965",12,0.341111111111111,1962,1961,6
"Hippoglossina stomata","1965",12,0.341111111111111,1963,1962,6
"Hippoglossina stomata","1965",12,0.341111111111111,1964,1963,6
"Hippoglossina stomata","1965",12,0.341111111111111,1965,1964,6
"Hippoglossina stomata","1965",12,0.341111111111111,1966,1965,6
"Hippoglossina stomata","1965",12,0.341111111111111,1967,1966,6
"Hippoglossina stomata","1965",12,0.341111111111111,1968,1967,6
"Hippoglossina stomata","1965",12,0.341111111111111,1969,1968,6
"Hippoglossina stomata","1985",1,1.228612125,1981,1981,7
"Hippoglossina stomata","1985",1,1.228612125,1983,1983,7
"Hippoglossina stomata","1985",1,1.228612125,1984,1984,7
"Hippoglossina stomata","1985",1,1.228612125,1985,1985,7
"Hippoglossina stomata","1985",1,1.228612125,1986,1986,7
"Hippoglossina stomata","1985",1,1.228612125,1987,1987,7
"Hippoglossina stomata","1985",1,1.228612125,1988,1988,7
"Hippoglossina stomata","1985",1,1.228612125,1989,1989,7
"Hippoglossina stomata","1985",2,5.70410125,1981,1981,8
"Hippoglossina stomata","1985",2,5.70410125,1983,1983,8
"Hippoglossina stomata","1985",2,5.70410125,1984,1984,8
"Hippoglossina stomata","1985",2,5.70410125,1985,1985,8
"Hippoglossina stomata","1985",2,5.70410125,1986,1986,8
"Hippoglossina stomata","1985",2,5.70410125,1987,1987,8
"Hippoglossina stomata","1985",2,5.70410125,1988,1988,8
"Hippoglossina stomata","1985",2,5.70410125,1989,1989,8
"Hippoglossina stomata","1985",3,1.130734,1981,1981,9
"Hippoglossina stomata","1985",3,1.130734,1983,1983,9
"Hippoglossina stomata","1985",3,1.130734,1984,1984,9
"Hippoglossina stomata","1985",3,1.130734,1985,1985,9
"Hippoglossina stomata","1985",3,1.130734,1986,1986,9
"Hippoglossina stomata","1985",3,1.130734,1987,1987,9
"Hippoglossina stomata","1985",3,1.130734,1988,1988,9
"Hippoglossina stomata","1985",3,1.130734,1989,1989,9
"Hippoglossina stomata","1985",4,1.1,1981,1981,10
"Hippoglossina stomata","1985",4,1.1,1983,1983,10
"Hippoglossina stomata","1985",4,1.1,1984,1984,10
"Hippoglossina stomata","1985",4,1.1,1985,1985,10
"Hippoglossina stomata","1985",4,1.1,1986,1986,10
"Hippoglossina stomata","1985",4,1.1,1987,1987,10
"Hippoglossina stomata","1985",4,1.1,1988,1988,10
"Hippoglossina stomata","1985",4,1.1,1989,1989,10
"Hippoglossina stomata","1985",5,2.3225,1981,1981,11
"Hippoglossina stomata","1985",5,2.3225,1983,1983,11
"Hippoglossina stomata","1985",5,2.3225,1984,1984,11
"Hippoglossina stomata","1985",5,2.3225,1985,1985,11
"Hippoglossina stomata","1985",5,2.3225,1986,1986,11
"Hippoglossina stomata","1985",5,2.3225,1987,1987,11
"Hippoglossina stomata","1985",5,2.3225,1988,1988,11
"Hippoglossina stomata","1985",5,2.3225,1989,1989,11
"Hippoglossina stomata","1985",6,0,1981,1981,12
"Hippoglossina stomata","1985",6,0,1983,1983,12
"Hippoglossina stomata","1985",6,0,1984,1984,12
"Hippoglossina stomata","1985",6,0,1985,1985,12
"Hippoglossina stomata","1985",6,0,1986,1986,12
"Hippoglossina stomata","1985",6,0,1987,1987,12
"Hippoglossina stomata","1985",6,0,1988,1988,12
"Hippoglossina stomata","1985",6,0,1989,1989,12
"Hippoglossina stomata","1985",7,0,1981,1980,1
"Hippoglossina stomata","1985",7,0,1983,1982,1
"Hippoglossina stomata","1985",7,0,1984,1983,1
"Hippoglossina stomata","1985",7,0,1985,1984,1
"Hippoglossina stomata","1985",7,0,1986,1985,1
"Hippoglossina stomata","1985",7,0,1987,1986,1
"Hippoglossina stomata","1985",7,0,1988,1987,1
"Hippoglossina stomata","1985",7,0,1989,1988,1
"Hippoglossina stomata","1985",7,0,1990,1989,1
"Hippoglossina stomata","1985",8,1.13555555555556,1981,1980,2
"Hippoglossina stomata","1985",8,1.13555555555556,1983,1982,2
"Hippoglossina stomata","1985",8,1.13555555555556,1984,1983,2
"Hippoglossina stomata","1985",8,1.13555555555556,1985,1984,2
"Hippoglossina stomata","1985",8,1.13555555555556,1986,1985,2
"Hippoglossina stomata","1985",8,1.13555555555556,1987,1986,2
"Hippoglossina stomata","1985",8,1.13555555555556,1988,1987,2
"Hippoglossina stomata","1985",8,1.13555555555556,1989,1988,2
"Hippoglossina stomata","1985",8,1.13555555555556,1990,1989,2
"Hippoglossina stomata","1985",9,0,1981,1980,3
"Hippoglossina stomata","1985",9,0,1983,1982,3
"Hippoglossina stomata","1985",9,0,1984,1983,3
"Hippoglossina stomata","1985",9,0,1985,1984,3
"Hippoglossina stomata","1985",9,0,1986,1985,3
"Hippoglossina stomata","1985",9,0,1987,1986,3
"Hippoglossina stomata","1985",9,0,1988,1987,3
"Hippoglossina stomata","1985",9,0,1989,1988,3
"Hippoglossina stomata","1985",9,0,1990,1989,3
"Hippoglossina stomata","1985",10,1.14435,1981,1980,4
"Hippoglossina stomata","1985",10,1.14435,1983,1982,4
"Hippoglossina stomata","1985",10,1.14435,1984,1983,4
"Hippoglossina stomata","1985",10,1.14435,1985,1984,4
"Hippoglossina stomata","1985",10,1.14435,1986,1985,4
"Hippoglossina stomata","1985",10,1.14435,1987,1986,4
"Hippoglossina stomata","1985",10,1.14435,1988,1987,4
"Hippoglossina stomata","1985",10,1.14435,1989,1988,4
"Hippoglossina stomata","1985",10,1.14435,1990,1989,4
"Hippoglossina stomata","1985",11,2.34119888888889,1981,1980,5
"Hippoglossina stomata","1985",11,2.34119888888889,1983,1982,5
"Hippoglossina stomata","1985",11,2.34119888888889,1984,1983,5
"Hippoglossina stomata","1985",11,2.34119888888889,1985,1984,5
"Hippoglossina stomata","1985",11,2.34119888888889,1986,1985,5
"Hippoglossina stomata","1985",11,2.34119888888889,1987,1986,5
"Hippoglossina stomata","1985",11,2.34119888888889,1988,1987,5
"Hippoglossina stomata","1985",11,2.34119888888889,1989,1988,5
"Hippoglossina stomata","1985",11,2.34119888888889,1990,1989,5
"Hippoglossina stomata","1985",12,0,1981,1980,6
"Hippoglossina stomata","1985",12,0,1983,1982,6
"Hippoglossina stomata","1985",12,0,1984,1983,6
"Hippoglossina stomata","1985",12,0,1985,1984,6
"Hippoglossina stomata","1985",12,0,1986,1985,6
"Hippoglossina stomata","1985",12,0,1987,1986,6
"Hippoglossina stomata","1985",12,0,1988,1987,6
"Hippoglossina stomata","1985",12,0,1989,1988,6
"Hippoglossina stomata","1985",12,0,1990,1989,6
"Hippoglossina stomata","1995",1,1.010246,1990,1990,7
"Hippoglossina stomata","1995",1,1.010246,1991,1991,7
"Hippoglossina stomata","1995",1,1.010246,1992,1992,7
"Hippoglossina stomata","1995",1,1.010246,1993,1993,7
"Hippoglossina stomata","1995",1,1.010246,1994,1994,7
"Hippoglossina stomata","1995",1,1.010246,1995,1995,7
"Hippoglossina stomata","1995",1,1.010246,1996,1996,7
"Hippoglossina stomata","1995",1,1.010246,1997,1997,7
"Hippoglossina stomata","1995",1,1.010246,1998,1998,7
"Hippoglossina stomata","1995",1,1.010246,1999,1999,7
"Hippoglossina stomata","1995",2,4.374,1990,1990,8
"Hippoglossina stomata","1995",2,4.374,1991,1991,8
"Hippoglossina stomata","1995",2,4.374,1992,1992,8
"Hippoglossina stomata","1995",2,4.374,1993,1993,8
"Hippoglossina stomata","1995",2,4.374,1994,1994,8
"Hippoglossina stomata","1995",2,4.374,1995,1995,8
"Hippoglossina stomata","1995",2,4.374,1996,1996,8
"Hippoglossina stomata","1995",2,4.374,1997,1997,8
"Hippoglossina stomata","1995",2,4.374,1998,1998,8
"Hippoglossina stomata","1995",2,4.374,1999,1999,8
"Hippoglossina stomata","1995",3,0.961,1990,1990,9
"Hippoglossina stomata","1995",3,0.961,1991,1991,9
"Hippoglossina stomata","1995",3,0.961,1992,1992,9
"Hippoglossina stomata","1995",3,0.961,1993,1993,9
"Hippoglossina stomata","1995",3,0.961,1994,1994,9
"Hippoglossina stomata","1995",3,0.961,1995,1995,9
"Hippoglossina stomata","1995",3,0.961,1996,1996,9
"Hippoglossina stomata","1995",3,0.961,1997,1997,9
"Hippoglossina stomata","1995",3,0.961,1998,1998,9
"Hippoglossina stomata","1995",3,0.961,1999,1999,9
"Hippoglossina stomata","1995",4,5.266536,1990,1990,10
"Hippoglossina stomata","1995",4,5.266536,1991,1991,10
"Hippoglossina stomata","1995",4,5.266536,1992,1992,10
"Hippoglossina stomata","1995",4,5.266536,1993,1993,10
"Hippoglossina stomata","1995",4,5.266536,1994,1994,10
"Hippoglossina stomata","1995",4,5.266536,1995,1995,10
"Hippoglossina stomata","1995",4,5.266536,1996,1996,10
"Hippoglossina stomata","1995",4,5.266536,1997,1997,10
"Hippoglossina stomata","1995",4,5.266536,1998,1998,10
"Hippoglossina stomata","1995",4,5.266536,1999,1999,10
"Hippoglossina stomata","1995",5,1.29,1990,1990,11
"Hippoglossina stomata","1995",5,1.29,1991,1991,11
"Hippoglossina stomata","1995",5,1.29,1992,1992,11
"Hippoglossina stomata","1995",5,1.29,1993,1993,11
"Hippoglossina stomata","1995",5,1.29,1994,1994,11
"Hippoglossina stomata","1995",5,1.29,1995,1995,11
"Hippoglossina stomata","1995",5,1.29,1996,1996,11
"Hippoglossina stomata","1995",5,1.29,1997,1997,11
"Hippoglossina stomata","1995",5,1.29,1998,1998,11
"Hippoglossina stomata","1995",5,1.29,1999,1999,11
"Hippoglossina stomata","1995",6,0,1990,1990,12
"Hippoglossina stomata","1995",6,0,1991,1991,12
"Hippoglossina stomata","1995",6,0,1992,1992,12
"Hippoglossina stomata","1995",6,0,1993,1993,12
"Hippoglossina stomata","1995",6,0,1994,1994,12
"Hippoglossina stomata","1995",6,0,1995,1995,12
"Hippoglossina stomata","1995",6,0,1996,1996,12
"Hippoglossina stomata","1995",6,0,1997,1997,12
"Hippoglossina stomata","1995",6,0,1998,1998,12
"Hippoglossina stomata","1995",6,0,1999,1999,12
"Hippoglossina stomata","1995",7,0.476,1991,1990,1
"Hippoglossina stomata","1995",7,0.476,1992,1991,1
"Hippoglossina stomata","1995",7,0.476,1993,1992,1
"Hippoglossina stomata","1995",7,0.476,1994,1993,1
"Hippoglossina stomata","1995",7,0.476,1995,1994,1
"Hippoglossina stomata","1995",7,0.476,1996,1995,1
"Hippoglossina stomata","1995",7,0.476,1997,1996,1
"Hippoglossina stomata","1995",7,0.476,1998,1997,1
"Hippoglossina stomata","1995",7,0.476,1999,1998,1
"Hippoglossina stomata","1995",7,0.476,2000,1999,1
"Hippoglossina stomata","1995",8,0,1991,1990,2
"Hippoglossina stomata","1995",8,0,1992,1991,2
"Hippoglossina stomata","1995",8,0,1993,1992,2
"Hippoglossina stomata","1995",8,0,1994,1993,2
"Hippoglossina stomata","1995",8,0,1995,1994,2
"Hippoglossina stomata","1995",8,0,1996,1995,2
"Hippoglossina stomata","1995",8,0,1997,1996,2
"Hippoglossina stomata","1995",8,0,1998,1997,2
"Hippoglossina stomata","1995",8,0,1999,1998,2
"Hippoglossina stomata","1995",8,0,2000,1999,2
"Hippoglossina stomata","1995",9,0,1991,1990,3
"Hippoglossina stomata","1995",9,0,1992,1991,3
"Hippoglossina stomata","1995",9,0,1993,1992,3
"Hippoglossina stomata","1995",9,0,1994,1993,3
"Hippoglossina stomata","1995",9,0,1995,1994,3
"Hippoglossina stomata","1995",9,0,1996,1995,3
"Hippoglossina stomata","1995",9,0,1997,1996,3
"Hippoglossina stomata","1995",9,0,1998,1997,3
"Hippoglossina stomata","1995",9,0,1999,1998,3
"Hippoglossina stomata","1995",9,0,2000,1999,3
"Hippoglossina stomata","1995",10,0,1991,1990,4
"Hippoglossina stomata","1995",10,0,1992,1991,4
"Hippoglossina stomata","1995",10,0,1993,1992,4
"Hippoglossina stomata","1995",10,0,1994,1993,4
"Hippoglossina stomata","1995",10,0,1995,1994,4
"Hippoglossina stomata","1995",10,0,1996,1995,4
"Hippoglossina stomata","1995",10,0,1997,1996,4
"Hippoglossina stomata","1995",10,0,1998,1997,4
"Hippoglossina stomata","1995",10,0,1999,1998,4
"Hippoglossina stomata","1995",10,0,2000,1999,4
"Hippoglossina stomata","1995",11,0,1991,1990,5
"Hippoglossina stomata","1995",11,0,1992,1991,5
"Hippoglossina stomata","1995",11,0,1993,1992,5
"Hippoglossina stomata","1995",11,0,1994,1993,5
"Hippoglossina stomata","1995",11,0,1995,1994,5
"Hippoglossina stomata","1995",11,0,1996,1995,5
"Hippoglossina stomata","1995",11,0,1997,1996,5
"Hippoglossina stomata","1995",11,0,1998,1997,5
"Hippoglossina stomata","1995",11,0,1999,1998,5
"Hippoglossina stomata","1995",11,0,2000,1999,5
"Hippoglossina stomata","1995",12,0,1991,1990,6
"Hippoglossina stomata","1995",12,0,1992,1991,6
"Hippoglossina stomata","1995",12,0,1993,1992,6
"Hippoglossina stomata","1995",12,0,1994,1993,6
"Hippoglossina stomata","1995",12,0,1995,1994,6
"Hippoglossina stomata","1995",12,0,1996,1995,6
"Hippoglossina stomata","1995",12,0,1997,1996,6
"Hippoglossina stomata","1995",12,0,1998,1997,6
"Hippoglossina stomata","1995",12,0,1999,1998,6
"Hippoglossina stomata","1995",12,0,2000,1999,6
"Hippoglossina stomata","2005",1,0.425,2000,2000,7
"Hippoglossina stomata","2005",1,0.425,2001,2001,7
"Hippoglossina stomata","2005",1,0.425,2002,2002,7
"Hippoglossina stomata","2005",1,0.425,2003,2003,7
"Hippoglossina stomata","2005",1,0.425,2004,2004,7
"Hippoglossina stomata","2005",1,0.425,2005,2005,7
"Hippoglossina stomata","2005",1,0.425,2006,2006,7
"Hippoglossina stomata","2005",1,0.425,2007,2007,7
"Hippoglossina stomata","2005",1,0.425,2008,2008,7
"Hippoglossina stomata","2005",1,0.425,2009,2009,7
"Hippoglossina stomata","2005",2,0.512,2000,2000,8
"Hippoglossina stomata","2005",2,0.512,2001,2001,8
"Hippoglossina stomata","2005",2,0.512,2002,2002,8
"Hippoglossina stomata","2005",2,0.512,2003,2003,8
"Hippoglossina stomata","2005",2,0.512,2004,2004,8
"Hippoglossina stomata","2005",2,0.512,2005,2005,8
"Hippoglossina stomata","2005",2,0.512,2006,2006,8
"Hippoglossina stomata","2005",2,0.512,2007,2007,8
"Hippoglossina stomata","2005",2,0.512,2008,2008,8
"Hippoglossina stomata","2005",2,0.512,2009,2009,8
"Hippoglossina stomata","2005",3,0,2000,2000,9
"Hippoglossina stomata","2005",3,0,2001,2001,9
"Hippoglossina stomata","2005",3,0,2002,2002,9
"Hippoglossina stomata","2005",3,0,2003,2003,9
"Hippoglossina stomata","2005",3,0,2004,2004,9
"Hippoglossina stomata","2005",3,0,2005,2005,9
"Hippoglossina stomata","2005",3,0,2006,2006,9
"Hippoglossina stomata","2005",3,0,2007,2007,9
"Hippoglossina stomata","2005",3,0,2008,2008,9
"Hippoglossina stomata","2005",3,0,2009,2009,9
"Hippoglossina stomata","2005",4,0,2000,2000,10
"Hippoglossina stomata","2005",4,0,2001,2001,10
"Hippoglossina stomata","2005",4,0,2002,2002,10
"Hippoglossina stomata","2005",4,0,2003,2003,10
"Hippoglossina stomata","2005",4,0,2004,2004,10
"Hippoglossina stomata","2005",4,0,2005,2005,10
"Hippoglossina stomata","2005",4,0,2006,2006,10
"Hippoglossina stomata","2005",4,0,2007,2007,10
"Hippoglossina stomata","2005",4,0,2008,2008,10
"Hippoglossina stomata","2005",4,0,2009,2009,10
"Hippoglossina stomata","2005",5,1.344,2000,2000,11
"Hippoglossina stomata","2005",5,1.344,2001,2001,11
"Hippoglossina stomata","2005",5,1.344,2002,2002,11
"Hippoglossina stomata","2005",5,1.344,2003,2003,11
"Hippoglossina stomata","2005",5,1.344,2004,2004,11
"Hippoglossina stomata","2005",5,1.344,2005,2005,11
"Hippoglossina stomata","2005",5,1.344,2006,2006,11
"Hippoglossina stomata","2005",5,1.344,2007,2007,11
"Hippoglossina stomata","2005",5,1.344,2008,2008,11
"Hippoglossina stomata","2005",5,1.344,2009,2009,11
"Hippoglossina stomata","2005",6,0,2000,2000,12
"Hippoglossina stomata","2005",6,0,2001,2001,12
"Hippoglossina stomata","2005",6,0,2002,2002,12
"Hippoglossina stomata","2005",6,0,2003,2003,12
"Hippoglossina stomata","2005",6,0,2004,2004,12
"Hippoglossina stomata","2005",6,0,2005,2005,12
"Hippoglossina stomata","2005",6,0,2006,2006,12
"Hippoglossina stomata","2005",6,0,2007,2007,12
"Hippoglossina stomata","2005",6,0,2008,2008,12
"Hippoglossina stomata","2005",6,0,2009,2009,12
"Hippoglossina stomata","2005",7,0,2001,2000,1
"Hippoglossina stomata","2005",7,0,2002,2001,1
"Hippoglossina stomata","2005",7,0,2003,2002,1
"Hippoglossina stomata","2005",7,0,2004,2003,1
"Hippoglossina stomata","2005",7,0,2005,2004,1
"Hippoglossina stomata","2005",7,0,2006,2005,1
"Hippoglossina stomata","2005",7,0,2007,2006,1
"Hippoglossina stomata","2005",7,0,2008,2007,1
"Hippoglossina stomata","2005",7,0,2009,2008,1
"Hippoglossina stomata","2005",7,0,2010,2009,1
"Hippoglossina stomata","2005",8,0,2001,2000,2
"Hippoglossina stomata","2005",8,0,2002,2001,2
"Hippoglossina stomata","2005",8,0,2003,2002,2
"Hippoglossina stomata","2005",8,0,2004,2003,2
"Hippoglossina stomata","2005",8,0,2005,2004,2
"Hippoglossina stomata","2005",8,0,2006,2005,2
"Hippoglossina stomata","2005",8,0,2007,2006,2
"Hippoglossina stomata","2005",8,0,2008,2007,2
"Hippoglossina stomata","2005",8,0,2009,2008,2
"Hippoglossina stomata","2005",8,0,2010,2009,2
"Hippoglossina stomata","2005",9,0,2001,2000,3
"Hippoglossina stomata","2005",9,0,2002,2001,3
"Hippoglossina stomata","2005",9,0,2003,2002,3
"Hippoglossina stomata","2005",9,0,2004,2003,3
"Hippoglossina stomata","2005",9,0,2005,2004,3
"Hippoglossina stomata","2005",9,0,2006,2005,3
"Hippoglossina stomata","2005",9,0,2007,2006,3
"Hippoglossina stomata","2005",9,0,2008,2007,3
"Hippoglossina stomata","2005",9,0,2009,2008,3
"Hippoglossina stomata","2005",9,0,2010,2009,3
"Hippoglossina stomata","2005",10,1.016227181,2001,2000,4
"Hippoglossina stomata","2005",10,1.016227181,2002,2001,4
"Hippoglossina stomata","2005",10,1.016227181,2003,2002,4
"Hippoglossina stomata","2005",10,1.016227181,2004,2003,4
"Hippoglossina stomata","2005",10,1.016227181,2005,2004,4
"Hippoglossina stomata","2005",10,1.016227181,2006,2005,4
"Hippoglossina stomata","2005",10,1.016227181,2007,2006,4
"Hippoglossina stomata","2005",10,1.016227181,2008,2007,4
"Hippoglossina stomata","2005",10,1.016227181,2009,2008,4
"Hippoglossina stomata","2005",10,1.016227181,2010,2009,4
"Hippoglossina stomata","2005",11,0,2001,2000,5
"Hippoglossina stomata","2005",11,0,2002,2001,5
"Hippoglossina stomata","2005",11,0,2003,2002,5
"Hippoglossina stomata","2005",11,0,2004,2003,5
"Hippoglossina stomata","2005",11,0,2005,2004,5
"Hippoglossina stomata","2005",11,0,2006,2005,5
"Hippoglossina stomata","2005",11,0,2007,2006,5
"Hippoglossina stomata","2005",11,0,2008,2007,5
"Hippoglossina stomata","2005",11,0,2009,2008,5
"Hippoglossina stomata","2005",11,0,2010,2009,5
"Hippoglossina stomata","2005",12,0,2001,2000,6
"Hippoglossina stomata","2005",12,0,2002,2001,6
"Hippoglossina stomata","2005",12,0,2003,2002,6
"Hippoglossina stomata","2005",12,0,2004,2003,6
"Hippoglossina stomata","2005",12,0,2005,2004,6
"Hippoglossina stomata","2005",12,0,2006,2005,6
"Hippoglossina stomata","2005",12,0,2007,2006,6
"Hippoglossina stomata","2005",12,0,2008,2007,6
"Hippoglossina stomata","2005",12,0,2009,2008,6
"Hippoglossina stomata","2005",12,0,2010,2009,6
"Hippoglossina stomata","2015",1,2.44654223253846,2010,2010,7
"Hippoglossina stomata","2015",1,2.44654223253846,2011,2011,7
"Hippoglossina stomata","2015",1,2.44654223253846,2012,2012,7
"Hippoglossina stomata","2015",1,2.44654223253846,2013,2013,7
"Hippoglossina stomata","2015",1,2.44654223253846,2014,2014,7
"Hippoglossina stomata","2015",1,2.44654223253846,2015,2015,7
"Hippoglossina stomata","2015",1,2.44654223253846,2016,2016,7
"Hippoglossina stomata","2015",1,2.44654223253846,2017,2017,7
"Hippoglossina stomata","2015",1,2.44654223253846,2018,2018,7
"Hippoglossina stomata","2015",1,2.44654223253846,2019,2019,7
"Hippoglossina stomata","2015",1,2.44654223253846,2020,2020,7
"Hippoglossina stomata","2015",1,2.44654223253846,2021,2021,7
"Hippoglossina stomata","2015",1,2.44654223253846,2022,2022,7
"Hippoglossina stomata","2015",2,0,2010,2010,8
"Hippoglossina stomata","2015",2,0,2011,2011,8
"Hippoglossina stomata","2015",2,0,2012,2012,8
"Hippoglossina stomata","2015",2,0,2013,2013,8
"Hippoglossina stomata","2015",2,0,2014,2014,8
"Hippoglossina stomata","2015",2,0,2015,2015,8
"Hippoglossina stomata","2015",2,0,2016,2016,8
"Hippoglossina stomata","2015",2,0,2017,2017,8
"Hippoglossina stomata","2015",2,0,2018,2018,8
"Hippoglossina stomata","2015",2,0,2019,2019,8
"Hippoglossina stomata","2015",2,0,2020,2020,8
"Hippoglossina stomata","2015",2,0,2021,2021,8
"Hippoglossina stomata","2015",2,0,2022,2022,8
"Hippoglossina stomata","2015",3,0,2010,2010,9
"Hippoglossina stomata","2015",3,0,2011,2011,9
"Hippoglossina stomata","2015",3,0,2012,2012,9
"Hippoglossina stomata","2015",3,0,2013,2013,9
"Hippoglossina stomata","2015",3,0,2014,2014,9
"Hippoglossina stomata","2015",3,0,2015,2015,9
"Hippoglossina stomata","2015",3,0,2016,2016,9
"Hippoglossina stomata","2015",3,0,2017,2017,9
"Hippoglossina stomata","2015",3,0,2018,2018,9
"Hippoglossina stomata","2015",3,0,2019,2019,9
"Hippoglossina stomata","2015",3,0,2020,2020,9
"Hippoglossina stomata","2015",3,0,2021,2021,9
"Hippoglossina stomata","2015",3,0,2022,2022,9
"Hippoglossina stomata","2015",4,1.09248128684615,2010,2010,10
"Hippoglossina stomata","2015",4,1.09248128684615,2011,2011,10
"Hippoglossina stomata","2015",4,1.09248128684615,2012,2012,10
"Hippoglossina stomata","2015",4,1.09248128684615,2013,2013,10
"Hippoglossina stomata","2015",4,1.09248128684615,2014,2014,10
"Hippoglossina stomata","2015",4,1.09248128684615,2015,2015,10
"Hippoglossina stomata","2015",4,1.09248128684615,2016,2016,10
"Hippoglossina stomata","2015",4,1.09248128684615,2017,2017,10
"Hippoglossina stomata","2015",4,1.09248128684615,2018,2018,10
"Hippoglossina stomata","2015",4,1.09248128684615,2019,2019,10
"Hippoglossina stomata","2015",4,1.09248128684615,2020,2020,10
"Hippoglossina stomata","2015",4,1.09248128684615,2021,2021,10
"Hippoglossina stomata","2015",4,1.09248128684615,2022,2022,10
"Hippoglossina stomata","2015",5,4,2010,2010,11
"Hippoglossina stomata","2015",5,4,2011,2011,11
"Hippoglossina stomata","2015",5,4,2012,2012,11
"Hippoglossina stomata","2015",5,4,2013,2013,11
"Hippoglossina stomata","2015",5,4,2014,2014,11
"Hippoglossina stomata","2015",5,4,2015,2015,11
"Hippoglossina stomata","2015",5,4,2016,2016,11
"Hippoglossina stomata","2015",5,4,2017,2017,11
"Hippoglossina stomata","2015",5,4,2018,2018,11
"Hippoglossina stomata","2015",5,4,2019,2019,11
"Hippoglossina stomata","2015",5,4,2020,2020,11
"Hippoglossina stomata","2015",5,4,2021,2021,11
"Hippoglossina stomata","2015",5,4,2022,2022,11
"Hippoglossina stomata","2015",6,0,2010,2010,12
